tweet_id,created_at,keyword,geo_lat,geo_long,place,country,tweet_trun,tweet_in_r,tweet_retw,tweet_favo,user_id,screen_nam,user_name,user_locat,user_geo_e,profile_im,user_follo,user_frien,user_favou,tweet_text
451542521000000000.000000,Thu Apr 03 02:11:40 +0000 2014,bowman,41.152050,-81.342949,"Kent, OH",,,0.000000,1.000000,3.000000,2308303230.000000,Dustindrvo,Dustin Drvodelic,"Kent, Ohio",1.000000,http://pbs.twimg.com/profile_images/427891708336939008/GIbDNYu9_normal.jpeg,41.000000,132.000000,180.000000,All buildings have been released from lock down except for bowman and the business admin building #kentstate
451531827000000000.000000,Thu Apr 03 01:29:11 +0000 2014,bowman,41.151738,-81.345673,"Kent, OH",,,0.000000,0.000000,2.000000,1126226790.000000,abeckle3,Alex Beckley,Kent Ohio,1.000000,http://pbs.twimg.com/profile_images/378800000540963992/8257e72c2ceaf829e3f56a1268ec8466_normal.jpeg,50.000000,166.000000,61.000000,The fact that I was in Bowman hall and heard the gunshot while in class was pretty scary. @KSUprobs
451545198000000000.000000,Thu Apr 03 02:22:19 +0000 2014,bowman,41.151590,-81.350949,"Kent, OH",,,0.000000,1.000000,2.000000,145697490.000000,TheNickShook,Nick Shook,"Kent, OH",1.000000,http://pbs.twimg.com/profile_images/427704454641512448/6Vk9JkWB_normal.jpeg,595.000000,1063.000000,627.000000,Lockdown lifted except for Bowman and business administration building #KSUlockdown
451545882000000000.000000,Thu Apr 03 02:25:02 +0000 2014,bowman,41.151585,-81.351014,"Kent, OH",,,451545766000000000.000000,0.000000,2.000000,145697490.000000,TheNickShook,Nick Shook,"Kent, OH",1.000000,http://pbs.twimg.com/profile_images/427704454641512448/6Vk9JkWB_normal.jpeg,595.000000,1063.000000,627.000000,@_racheyy @erin_e_horton whenever....just be safe and steer clear of bowman
451789015000000000.000000,Thu Apr 03 18:31:09 +0000 2014,bowman,41.151536,-81.348442,"Kent, OH",,,0.000000,0.000000,4.000000,112924010.000000,raging_zoner,Big Gucci Sosa,above the clouds.,1.000000,http://pbs.twimg.com/profile_images/446843605550772224/nYO1H6x6_normal.jpeg,579.000000,581.000000,1400.000000,I just dropped @natemackie off at Bowman and he was in basketball shorts ?ƒÜ¿?ƒÜô
451525541000000000.000000,Thu Apr 03 01:04:12 +0000 2014,bowman,41.151305,-81.351029,"Kent, OH",,,0.000000,1.000000,2.000000,1716183090.000000,AlexaMaslowski,Alexa Maslowski,"Kent, Ohio",1.000000,http://pbs.twimg.com/profile_images/427870446760235008/hoXBd8Pf_normal.jpeg,86.000000,77.000000,2.000000,Shots fired at Bowman hall on KSU campus. Police are looking for a black male wearing dark basketball shorts carrying a silver hand gun.
451546790000000000.000000,Thu Apr 03 02:28:38 +0000 2014,bowman,41.151304,-81.350978,"Kent, OH",,,0.000000,1.000000,1.000000,1720536430.000000,s_v_mccarthy,Savanna,,1.000000,http://pbs.twimg.com/profile_images/421642421706190848/uOCLVLNY_normal.jpeg,152.000000,162.000000,709.000000,KSUs lock downs been lifted except for Bowman Hall and the Business Administration Building....be smart stay where you are and inside
451551149000000000.000000,Thu Apr 03 02:45:57 +0000 2014,bowman,41.151097,-81.341184,"Kent, OH",,,0.000000,1.000000,3.000000,306438942.000000,lwilson16,Lauren,,1.000000,http://pbs.twimg.com/profile_images/438401196454584320/CCqLF8uH_normal.jpeg,430.000000,758.000000,561.000000,Apparently there was blood found outside of bowman..
451528111000000000.000000,Thu Apr 03 01:14:25 +0000 2014,bowman,41.151096,-81.341180,"Kent, OH",,,451527725000000000.000000,0.000000,1.000000,306438942.000000,lwilson16,Lauren,,1.000000,http://pbs.twimg.com/profile_images/438401196454584320/CCqLF8uH_normal.jpeg,430.000000,758.000000,561.000000,"@TamiHarpster a shot was fired over by bowman, not too much is known, but yes I'm okay! Ill keep you updated ?ƒÿÿ"
451523461000000000.000000,Thu Apr 03 00:55:56 +0000 2014,bowman,41.151094,-81.341190,"Kent, OH",,,451523061000000000.000000,0.000000,0.000000,306438942.000000,lwilson16,Lauren,,1.000000,http://pbs.twimg.com/profile_images/438401196454584320/CCqLF8uH_normal.jpeg,430.000000,758.000000,561.000000,@KCordek a shot was fired over by bowman that's all we know
451522211000000000.000000,Thu Apr 03 00:50:58 +0000 2014,bowman,41.150946,-81.349666,"Kent, OH",,,0.000000,0.000000,0.000000,213522445.000000,JoshuaBlogna,Josh,,1.000000,http://pbs.twimg.com/profile_images/424673666354278400/IT76Bf0A_normal.jpeg,134.000000,132.000000,1546.000000,Shot fired near bowman hall. Everyone in kent stay safe
451698487000000000.000000,Thu Apr 03 12:31:26 +0000 2014,bowman,41.150504,-81.335519,"Kent, OH",,,0.000000,1.000000,1.000000,39883986.000000,breannafitz,B,"Kent, Ohio 44240",1.000000,http://pbs.twimg.com/profile_images/446700340767764480/__urm8uq_normal.jpeg,147.000000,132.000000,868.000000,"""@DallasTrescher: May 4th shootings did not happen at bowman hall. USA today, you should get your facts straight http://t.co/9UPcsfehkL"""
451533294000000000.000000,Thu Apr 03 01:35:01 +0000 2014,bowman,41.150440,-81.338748,"Kent, OH",,,451530616000000000.000000,0.000000,0.000000,394869295.000000,LizzRoth,Lizbeth,Kent State University,1.000000,http://pbs.twimg.com/profile_images/378800000663616677/d86a33bb8bdd203f6c79ffe149737421_normal.jpeg,216.000000,211.000000,1097.000000,@ITSLANDERS0331 great they are just reporting the bowman thing to us of course they don't give us the full story
451532293000000000.000000,Thu Apr 03 01:31:02 +0000 2014,bowman,41.150374,-81.338736,"Kent, OH",,,451532102000000000.000000,1.000000,3.000000,870170964.000000,TaylorSwagsko,Bae,VERMILION?Üô??Å.KENT,1.000000,http://pbs.twimg.com/profile_images/451481845121941505/prhz3twU_normal.jpeg,492.000000,298.000000,10166.000000,?Ç£@KaseyKeesy: They are giving away free gatorades next to Bowman?Ç¥ LITERALLY JUST LAUGHED OUT LOUD ?ƒÿé?ƒÿé?ƒÿé
451522313000000000.000000,Thu Apr 03 00:51:22 +0000 2014,bowman,41.150314,-81.339880,"Kent, OH",,,0.000000,10.000000,4.000000,259301149.000000,cristinaelimax3,x-tina,pittsburgh,1.000000,http://pbs.twimg.com/profile_images/450115360948121601/VGZ0jGU1_normal.jpeg,923.000000,749.000000,9599.000000,"EVERYONE STAY INSIDE, there is a reported gun man on campus and possible shots have been fired by Bowman hall."
451527658000000000.000000,Thu Apr 03 01:12:37 +0000 2014,bowman,41.150278,-81.341606,"Kent, OH",,,0.000000,0.000000,0.000000,24462958.000000,Rudy_KSU16,Kent Kirker,"Kent, Ohio",1.000000,http://pbs.twimg.com/profile_images/378800000834003081/14f6ee1196e17c823f51a0d730475493_normal.jpeg,331.000000,1271.000000,2502.000000,"Another announcement, possible suspect with a gun, possible shots fired in the vicinity of Bowman Hall by the Student Center... #KentState"
451542792000000000.000000,Thu Apr 03 02:12:45 +0000 2014,bowman,41.150277,-81.341602,"Kent, OH",,,0.000000,6.000000,1.000000,24462958.000000,Rudy_KSU16,Kent Kirker,"Kent, Ohio",1.000000,http://pbs.twimg.com/profile_images/378800000834003081/14f6ee1196e17c823f51a0d730475493_normal.jpeg,331.000000,1271.000000,2502.000000,Lock down lifted for everyone except Bowman and the Business Administration building. #KentState
451525490000000000.000000,Thu Apr 03 01:04:00 +0000 2014,bowman,41.150168,-81.335415,"Kent, OH",,,451524936000000000.000000,9.000000,0.000000,251444691.000000,Swiper_n_swipin,Craig_sophitication,euclid,1.000000,http://pbs.twimg.com/profile_images/451887995940253697/0s1ofZW3_normal.jpeg,527.000000,527.000000,248.000000,?Ç£@SirCharles_: ?Ç£@OverlyDedicated: Niggas outside of Bowman like http://t.co/FgO4Jx1G9k?Ç¥?ƒÿé?ƒÿé?ƒÿé?ƒÿé?ƒÿé?ƒÿé?Ç¥?ƒÿé?ƒÿé?ƒÿé?ƒÿé?ƒÿé
451526115000000000.000000,Thu Apr 03 01:06:29 +0000 2014,bowman,41.149802,-81.334644,"Kent, OH",,,451524936000000000.000000,1.000000,0.000000,129684444.000000,LipGlossedBOSS,Cleopatra Zones,Cleveland -- KSU,1.000000,http://pbs.twimg.com/profile_images/441530139814273024/kICuzREP_normal.jpeg,838.000000,697.000000,1111.000000,Too soon bruh RT ?Ç£@SirCharles_: ?Ç£@OverlyDedicated: Niggas outside of Bowman like http://t.co/8sryEJufid?Ç¥?ƒÿé?ƒÿé?ƒÿé?ƒÿé?ƒÿé?ƒÿé?Ç¥
451522201000000000.000000,Thu Apr 03 00:50:56 +0000 2014,bowman,41.149669,-81.345140,"Kent, OH",,,0.000000,3.000000,0.000000,1457720150.000000,TheTimTell,Tim Tell,,1.000000,http://pbs.twimg.com/profile_images/435517573304963072/yQb-FR4S_normal.jpeg,145.000000,143.000000,1059.000000,Jesus Christ there's someone with a gun outside Bowman! Stay away from Bowman!
451530524000000000.000000,Thu Apr 03 01:24:00 +0000 2014,bowman,41.149661,-81.345098,"Kent, OH",,,0.000000,0.000000,1.000000,1457720150.000000,TheTimTell,Tim Tell,,1.000000,http://pbs.twimg.com/profile_images/435517573304963072/yQb-FR4S_normal.jpeg,145.000000,143.000000,1059.000000,SHOOT THE FUCKER ALREADY. Jesus Christ what is this Where's Waldo? How hard can it be to find someone outside Bowman with a silver gun!?!?
451548644000000000.000000,Thu Apr 03 02:36:00 +0000 2014,bowman,41.149395,-81.344740,"Kent, OH",,,0.000000,0.000000,0.000000,56821808.000000,carmenlire,Brianna,Kent State University,1.000000,http://pbs.twimg.com/profile_images/440283044893585408/wF51ZeBW_normal.jpeg,150.000000,157.000000,1567.000000,Bowman's clear
451522321000000000.000000,Thu Apr 03 00:51:24 +0000 2014,bowman,41.149391,-81.344706,"Kent, OH",,,0.000000,2.000000,1.000000,56821808.000000,carmenlire,Brianna,Kent State University,1.000000,http://pbs.twimg.com/profile_images/440283044893585408/wF51ZeBW_normal.jpeg,150.000000,157.000000,1567.000000,Gunman at bowman hall. Stay inside peeps
451522850000000000.000000,Thu Apr 03 00:53:31 +0000 2014,bowman,41.149229,-81.338397,"Kent, OH",,,0.000000,0.000000,0.000000,357835985.000000,kenzie_kloepfer,Mackenzie Kloepfer,Westerville/Kent OH,1.000000,http://pbs.twimg.com/profile_images/450705169165324289/TgTA3C89_normal.jpeg,431.000000,586.000000,6722.000000,I had a meeting at 8 in the building right across from bowman and I slept trough it oh my gosh http://t.co/phQYsluAiT
451525693000000000.000000,Thu Apr 03 01:04:48 +0000 2014,bowman,41.149107,-81.338426,"Kent, OH",,,0.000000,0.000000,0.000000,911455682.000000,KrissyFalo,???Å???ò?ò?â f???äô?â,,1.000000,http://pbs.twimg.com/profile_images/424711739939516416/vG9WetDb_normal.jpeg,180.000000,223.000000,578.000000,Oh my god more shots. Bowman hall and business building. Stay indoors kent
451548442000000000.000000,Thu Apr 03 02:35:12 +0000 2014,bowman,41.148997,-81.344122,"Kent, OH",,,0.000000,0.000000,0.000000,2298678110.000000,Selena_Ivelice,Selena Vazquez,lorain (440) --?Çï Kent (330),1.000000,http://pbs.twimg.com/profile_images/447257642302726144/wlB2DGem_normal.jpeg,254.000000,295.000000,552.000000,Bowman hall has been cleared ?ƒæì
451550919000000000.000000,Thu Apr 03 02:45:03 +0000 2014,bowman,41.148989,-81.344136,"Kent, OH",,,0.000000,2.000000,0.000000,2298678110.000000,Selena_Ivelice,Selena Vazquez,lorain (440) --?Çï Kent (330),1.000000,http://pbs.twimg.com/profile_images/447257642302726144/wlB2DGem_normal.jpeg,254.000000,295.000000,552.000000,"""@wkyc: According to scanner traffic, police have found blood near Bowman Hall and are taping an area off. Details : http://t.co/ug00XA7P0r"""
451547243000000000.000000,Thu Apr 03 02:30:26 +0000 2014,bowman,41.148979,-81.301346,"Ohio, USA",,,0.000000,0.000000,0.000000,381589979.000000,AbdullahAkron,Abdullah Alkhulaiwi,"Akron OH, USA",1.000000,http://pbs.twimg.com/profile_images/378800000328417907/a5f8ba64a73c0c5b5bc78354f76617f1_normal.png,383.000000,248.000000,32.000000,"Shelter in place advisory lifted for all buildings at kent state except Bowman and the Business Administration Building.

#KentState 
#Kent"
451553675000000000.000000,Thu Apr 03 02:56:00 +0000 2014,bowman,41.148839,-81.345885,"Kent, OH",,,0.000000,19.000000,14.000000,1374845000.000000,coraldannatt,Coral Dannatt,"Kent, OH",1.000000,http://pbs.twimg.com/profile_images/438133357617360896/B5qe-loY_normal.jpeg,202.000000,121.000000,4228.000000,"Sooo Bowman Hall is taped off, the police are still outside, and now there's a helicopter flying around ?ƒÿÆ but it's ""safe to walk outside"""
451525849000000000.000000,Thu Apr 03 01:05:26 +0000 2014,bowman,41.148829,-81.345883,"Kent, OH",,,451525618000000000.000000,0.000000,0.000000,1003351680.000000,BrittanyDayton1,Brittany Dayton,"Kent, Ohio",1.000000,http://pbs.twimg.com/profile_images/3237260304/89b473c04b690b73dc80f55156769196_normal.jpeg,188.000000,412.000000,428.000000,@SarahDeLe I'm in that part of campus. I live right across from Bowman.
451542935000000000.000000,Thu Apr 03 02:13:19 +0000 2014,bowman,41.148740,-81.339676,"Kent, OH",,,0.000000,1.000000,1.000000,383030844.000000,Dylan_Micco,dyl,With Carmen Sandiego,1.000000,http://pbs.twimg.com/profile_images/378800000610226147/fcafe4569435d5dc4106723e47c08930_normal.jpeg,135.000000,126.000000,58.000000,Library off lockdown ?ƒÖî prayers out to bowman and the business admin building ?ƒÖÅ
451542984000000000.000000,Thu Apr 03 02:13:31 +0000 2014,bowman,41.148710,-81.344724,"Kent, OH",,,0.000000,0.000000,2.000000,411217986.000000,B_Swag55,Brennan Magalski,,1.000000,http://pbs.twimg.com/profile_images/422547879777943552/-RlD8HmR_normal.jpeg,347.000000,298.000000,3001.000000,Everyone with the exception of Bowman and the Business Administration Building has been released from lockdown
451524974000000000.000000,Thu Apr 03 01:01:57 +0000 2014,bowman,41.148705,-81.344888,"Kent, OH",,,0.000000,2.000000,2.000000,287079312.000000,AngelisaBeltran,Angelisa Beltran,KSU,1.000000,http://pbs.twimg.com/profile_images/448311064346640384/a4tWl-4-_normal.jpeg,1217.000000,814.000000,709.000000,Dude. This is fucked up. I heard the gunshot by bowman and cops are running with shotguns
451805480000000000.000000,Thu Apr 03 19:36:35 +0000 2014,bowman,41.148628,-81.346536,"Kent, OH",,,0.000000,0.000000,1.000000,726363374.000000,casper_josh,Josh Sumerauer,,1.000000,http://pbs.twimg.com/profile_images/378800000712105291/ab0b825e46c07dbcfd4db6f02284f1de_normal.jpeg,143.000000,216.000000,361.000000,Stuck in Bowman because fuck rain
451525114000000000.000000,Thu Apr 03 01:02:30 +0000 2014,bowman,41.148587,-81.346532,"Kent, OH",,,451524813000000000.000000,0.000000,0.000000,282267090.000000,tkopunov,taylor kopunovitz,,1.000000,http://pbs.twimg.com/profile_images/2212568364/IMG_6548_normal.jpg,107.000000,218.000000,415.000000,@Maggie_Conlin trapped in bowman now. Scared out of my mind.
451526210000000000.000000,Thu Apr 03 01:06:52 +0000 2014,bowman,41.148568,-81.346515,"Kent, OH",,,0.000000,0.000000,0.000000,282267090.000000,tkopunov,taylor kopunovitz,,1.000000,http://pbs.twimg.com/profile_images/2212568364/IMG_6548_normal.jpg,107.000000,218.000000,415.000000,on lockdown in bowman hall. never been this terrified in my life.
451524758000000000.000000,Thu Apr 03 01:01:05 +0000 2014,bowman,41.148546,-81.346541,"Kent, OH",,,451523449000000000.000000,0.000000,0.000000,282267090.000000,tkopunov,taylor kopunovitz,,1.000000,http://pbs.twimg.com/profile_images/2212568364/IMG_6548_normal.jpg,107.000000,218.000000,415.000000,?Ç£@KSU_Confessions: Shots fired on campus. Stay indoors! RT to spread the word?Ç¥ in bowman now on lockdown. Shots fired in business admin.
451544254000000000.000000,Thu Apr 03 02:18:34 +0000 2014,bowman,41.148465,-81.340084,"Kent, OH",,,0.000000,1.000000,2.000000,66271200.000000,NWeidenhamer22,Nell Weidenhamer,Pittsburgh / Kent,1.000000,http://pbs.twimg.com/profile_images/445421054585212928/Eoq7cmUn_normal.jpeg,494.000000,1488.000000,4647.000000,"""We suggest you still stay inside but it is okay to venture out""? Fuck that, he's still in Bowman or BAS, I aint goin nowhere."
451766613000000000.000000,Thu Apr 03 17:02:08 +0000 2014,bowman,41.148454,-81.346561,"Kent, OH",,,0.000000,0.000000,0.000000,49403379.000000,MattyDHarris784,MDH7484,Ohio,1.000000,http://pbs.twimg.com/profile_images/428596235465797632/XqERep_Q_normal.jpeg,363.000000,1700.000000,101.000000,"I'm at Bowman Hall (Kent, OH) http://t.co/VJHe2JnVnd"
451575369000000000.000000,Thu Apr 03 04:22:12 +0000 2014,bowman,41.148190,-81.339979,"Kent, OH",,,451551290000000000.000000,3.000000,0.000000,66271200.000000,NWeidenhamer22,Nell Weidenhamer,Pittsburgh / Kent,1.000000,http://pbs.twimg.com/profile_images/445421054585212928/Eoq7cmUn_normal.jpeg,494.000000,1488.000000,4647.000000,?Ç£@mia_suxx: crazy that Bowman Hall is trending in the U.S.?Ç¥ The power of #KentState #KentStrong
451739375000000000.000000,Thu Apr 03 15:13:54 +0000 2014,bowman,41.148190,-81.339995,"Kent, OH",,,0.000000,1.000000,3.000000,66271200.000000,NWeidenhamer22,Nell Weidenhamer,Pittsburgh / Kent,1.000000,http://pbs.twimg.com/profile_images/445421054585212928/Eoq7cmUn_normal.jpeg,494.000000,1488.000000,4647.000000,The shooter shot himself in the hand... That's why there was blood found outside Bowman.
451558783000000000.000000,Thu Apr 03 03:16:18 +0000 2014,bowman,41.147867,-81.339903,"Kent, OH",,,0.000000,3.000000,2.000000,233328922.000000,Officer_Trav,Bob,Heights ?£ê Kent,1.000000,http://pbs.twimg.com/profile_images/378800000432380955/b1379ebd6511ebd0f58642e7891855f2_normal.jpeg,769.000000,748.000000,654.000000,Y'all talking about y'all got class in bowman tomorrow nigga shuuut up that nigga is long gone
451562307000000000.000000,Thu Apr 03 03:30:18 +0000 2014,bowman,41.147827,-81.337230,"Kent, OH",,,0.000000,0.000000,0.000000,400985303.000000,kaileestevens,Kailee Stevens,Columbus/Kent OH,1.000000,http://pbs.twimg.com/profile_images/450640373321572352/P6lY4V9G_normal.jpeg,769.000000,620.000000,4300.000000,I wonder if my class in bowman in the morning will get cancelled ?ƒÿÅ
451523943000000000.000000,Thu Apr 03 00:57:51 +0000 2014,bowman,41.147791,-81.336968,"Kent, OH",,,0.000000,1.000000,5.000000,37291561.000000,JET_Tate,Rich Homie Jerry,Erie native ?????? Kent ?????? ?ú?æ?ò,1.000000,http://pbs.twimg.com/profile_images/446778430563319808/XuBesy8k_normal.jpeg,941.000000,764.000000,4003.000000,We got a 187 at Bowman Hall #yawk #yawk #yawk
451522247000000000.000000,Thu Apr 03 00:51:07 +0000 2014,bowman,41.147644,-81.339344,"Kent, OH",,,0.000000,2.000000,0.000000,347249945.000000,_sarcasticKing_,Glen wernke,lisbon ohio,1.000000,http://pbs.twimg.com/profile_images/378800000369912073/0f637fc32a9f0382373e5c1ca5919269_normal.jpeg,58.000000,62.000000,41.000000,Shots fires by Bowman. @ewallin11 @GraceClarke95 and I were just there?ƒÿ?
451522076000000000.000000,Thu Apr 03 00:50:26 +0000 2014,bowman,41.147543,-81.338934,"Kent, OH",,,0.000000,1.000000,2.000000,770692622.000000,monroe_devin,Devin Monroe,"Cincinnati, OH",1.000000,http://pbs.twimg.com/profile_images/427680273355259904/8JMKAbRy_normal.jpeg,584.000000,615.000000,1613.000000,Shots fired at Bowman Hall?! ?ƒÿ?
451524753000000000.000000,Thu Apr 03 01:01:04 +0000 2014,bowman,41.147385,-81.339102,"Kent, OH",,,0.000000,2.000000,0.000000,83367674.000000,ZackLovesYouu,Z?öCH?öRY D??H?öR ?ê?,Lost In Paradise,1.000000,http://pbs.twimg.com/profile_images/378800000713285968/694bae8b8e6b6d03ab78c0328cca45c4_normal.jpeg,788.000000,645.000000,892.000000,"Shots fired on campus, everyone at Kent stay inside and stay away from Bowman."
451524462000000000.000000,Thu Apr 03 00:59:55 +0000 2014,bowman,41.147316,-81.351151,"Kent, OH",,,0.000000,0.000000,1.000000,268091715.000000,Staten_Speed,Devon,Kent State,1.000000,http://pbs.twimg.com/profile_images/442938851074797568/M2XjNvdS_normal.jpeg,548.000000,450.000000,7975.000000,Rode by Bowman...swat everywhere.. stay inside kids
451521895000000000.000000,Thu Apr 03 00:49:43 +0000 2014,bowman,41.147247,-81.343089,"Kent, OH",,,0.000000,0.000000,1.000000,310600998.000000,kjwelkster,Kaitlyn Jane Welke,Ohio,1.000000,http://pbs.twimg.com/profile_images/378800000766733119/b25d8aa0bf56985fa75113798392e6fb_normal.jpeg,285.000000,170.000000,1681.000000,Oh shit emergency sirens going off at quaker. Someone shot off a gun by bowman hall.
451549653000000000.000000,Thu Apr 03 02:40:01 +0000 2014,bowman,41.147244,-81.338781,"Kent, OH",,,451549479000000000.000000,0.000000,0.000000,53745370.000000,A1Meechie,?Ç???Åay 19th ?Öë??Å,With Elexus,1.000000,http://pbs.twimg.com/profile_images/446698528484884480/pMge6tdf_normal.jpeg,994.000000,516.000000,139.000000,?Ç£@ItsMeELROY: My class is in Bowman tomorrow .... So ..... ....?Ç¥lmao mine too
451553003000000000.000000,Thu Apr 03 02:53:20 +0000 2014,bowman,41.147199,-81.338854,"Kent, OH",,,0.000000,1.000000,2.000000,53745370.000000,A1Meechie,?Ç???Åay 19th ?Öë??Å,With Elexus,1.000000,http://pbs.twimg.com/profile_images/446698528484884480/pMge6tdf_normal.jpeg,994.000000,516.000000,139.000000,The shooter was outside bowman like.. ?ƒÿé http://t.co/WmnOgCKmWs
451523718000000000.000000,Thu Apr 03 00:56:57 +0000 2014,bowman,41.147177,-81.342907,"Kent, OH",,,0.000000,2.000000,1.000000,263385723.000000,TheCorpLife,Aaron Corpora,Kent Steak,1.000000,http://pbs.twimg.com/profile_images/437746761277661187/hv6o9TdR_normal.jpeg,534.000000,334.000000,6068.000000,Shooter has moved from Bowman to the Business Administration building. Stay safe.
